B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,place,year
472,0,3,2,0,0,9,26,13620,2020
3068,170,0,0,0,0,125,26,18300,2020
131,0,2,0,0,0,8,26,18580,2020
45,0,7,0,0,0,1,26,18880,2020
2204,2,35,0,0,104,57,26,18920,2020
843,0,0,19,0,0,30,26,19060,2020
58,0,0,0,0,0,0,26,19135,2020
1577,15,0,0,0,12,22,26,19140,2020
38,0,21,0,0,0,0,26,19195,2020
290,1,0,0,0,0,3,26,19420,2020
13333,1443,124,1170,0,821,1097,26,19500,2020
184,43,0,0,0,1,9,26,19560,2020
549,0,13,8,0,2,37,26,19780,2020
4738,2,50,22,18,0,66,26,19880,2020
84692,2793,128,2285,4,575,3851,26,21000,2020
111,0,0,0,0,0,0,28,54680,2020
19279,6915,151,885,0,222,210,28,54840,2020
26,148,0,12,0,0,0,28,54920,2020
84,74,0,0,0,0,0,28,54960,2020
107,0,0,0,0,0,0,28,55000,2020
0,103,0,0,0,0,0,28,55160,2020
251,83,0,0,0,0,0,28,55280,2020
11826,7526,174,176,0,1315,715,28,55360,2020
4293,1289,125,58,0,0,314,28,55400,2020
89,0,0,0,0,0,0,28,55560,2020
16899,8421,17,295,0,353,477,28,55760,2020
712,91,0,0,0,0,0,28,55920,2020
595,67,3224,46,10,0,63,28,55930,2020
1221,649,0,7,0,0,25,28,56200,2020
8652,1668,0,68,0,58,178,28,56800,2020
48,30,0,0,0,0,0,28,56920,2020
3213,3550,112,60,0,65,137,28,56960,2020
6167,4227,0,94,0,74,454,28,57160,2020
7,1180,0,0,0,0,0,28,57200,2020
94,98,0,0,0,70,3,28,58360,2020
143,600,46,0,0,0,0,28,58440,2020
1339,161,0,88,0,0,69,28,58600,2020
483,19,0,0,0,0,1,28,58960,2020
3370,1820,0,9,0,771,100,28,59160,2020
312,243,0,0,0,0,4,28,59240,2020
1808,1010,0,0,0,27,54,28,59480,2020
0,0,0,0,0,0,0,28,59520,2020
189,1426,0,0,0,1,0,28,59560,2020
268,169,0,0,0,0,1,28,59720,2020
627,569,0,0,0,0,8,28,59920,2020
330,12,1,0,0,0,0,28,60360,2020
1574,556,0,0,0,0,68,28,60480,2020
980,777,0,0,0,23,10,28,60720,2020
564,545,0,0,0,0,2,28,60840,2020
362,0,0,0,0,11,0,28,60880,2020
830,813,0,65,0,0,0,28,61080,2020
772,1179,4,0,0,51,1,28,61160,2020
102,0,0,0,0,0,0,28,61240,2020
31,164,440,0,0,43,30,28,61400,2020
27,0,0,0,0,0,0,28,61440,2020
181,0,0,0,0,0,0,28,61840,2020
218,254,0,0,0,113,14,28,54640,2020
10,752,0,0,0,7,0,28,61890,2020
5049,1447,0,54,0,532,121,28,62400,2020
1069,372,0,0,0,0,0,28,62480,2020
12758,9582,6,782,0,819,247,28,62520,2020
226,38,0,0,0,0,13,28,62560,2020
2705,1579,0,14,0,562,408,28,62600,2020
1192,44,1,4,0,6,48,28,62900,2020
450,1878,6,0,0,0,0,28,63560,2020
178,1676,0,0,0,0,1,28,63720,2020
246,244,0,0,0,0,0,28,64080,2020
561,2043,0,0,0,0,13,28,64200,2020
214,0,0,0,0,0,0,28,64240,2020
6715,954,5,307,0,0,230,28,64680,2020
96,116,0,26,0,0,0,28,64800,2020
569,0,4,0,0,0,44,38,46460,2020
156,0,0,1,0,0,0,38,46540,2020
3445,156,194,0,0,0,345,38,46640,2020
947,0,11,36,0,0,16,38,46980,2020
1757,13,5,0,0,0,13,38,47100,2020
172,3,6,0,0,0,0,38,47140,2020
295,0,0,0,0,0,69,38,47540,2020
14,0,0,0,0,0,0,38,47660,2020
52,0,0,0,0,0,0,38,47796,2020
5,0,0,0,0,0,11,38,48020,2020
29,0,0,0,0,0,0,38,48460,2020
24,0,0,0,0,0,0,38,48580,2020
346,0,0,0,0,0,0,38,49020,2020
95,0,0,0,0,0,0,38,49220,2020
38,0,0,0,0,0,0,38,49260,2020
10,0,0,0,0,0,0,38,49540,2020
305,0,0,0,0,0,7,38,49580,2020
428,2,10,0,0,16,58,38,49620,2020
99,0,25,0,0,7,2,38,49820,2020
19911,374,1037,213,43,415,489,38,49900,2020
7,0,493,0,0,0,0,38,49980,2020
95,0,0,0,0,0,0,38,50220,2020
55,0,0,0,0,0,0,38,50380,2020
306,0,2,6,0,0,11,38,50420,2020
1038,104,17,0,0,22,40,38,50580,2020
150,0,0,0,0,0,31,38,50780,2020
118,19,0,0,0,0,0,38,50860,2020
48,0,0,0,0,0,0,38,51060,2020
280,0,5,0,0,0,12,38,51380,2020
94,0,1,0,0,0,6,38,51420,2020
1691,76,4,0,3,39,79,38,51500,2020
241,0,4,2,0,0,3,38,51860,2020
142,0,0,0,0,0,0,38,51900,2020
61,0,0,0,0,0,0,38,52180,2020
70,4,0,0,0,0,1,38,52340,2020
213,0,0,8,0,0,0,38,52740,2020
675,0,0,0,0,0,6,38,52940,2020
40,0,5,0,0,0,1,38,53020,2020
142,0,30,0,0,7,0,38,53220,2020
40224,2493,1003,910,148,822,2234,38,53380,2020
4556,766,112,85,38,151,266,38,53420,2020
740,0,3,0,0,17,6,38,53540,2020
648,5,0,0,0,0,2,38,53780,2020
15,0,0,0,0,0,0,38,53820,2020
86,0,0,0,0,0,0,38,53980,2020
140,0,2,0,0,0,1,38,54220,2020
659,0,2,0,0,0,24,38,54620,2020
59,0,8,0,0,0,0,38,54740,2020
253,0,0,0,0,2,4,38,55020,2020
31,0,0,0,0,0,0,38,55220,2020
779,0,0,1,0,0,7,38,55420,2020
35,0,0,0,0,0,0,38,55500,2020
332,7,0,18,0,0,7,38,55620,2020
32,0,0,0,0,0,0,38,55740,2020
81,0,1,0,0,0,0,38,56020,2020
712,11,55,0,0,0,41,38,56180,2020
1380,22,0,9,0,6,18,29,40088,2020
0,0,0,0,0,0,0,29,40142,2020
943,3,0,18,0,0,14,29,40196,2020
265,0,0,4,0,0,1,29,40214,2020
473,0,0,37,0,19,19,29,40222,2020
353,2,0,0,0,0,0,29,40304,2020
848,0,10,11,0,4,16,29,40322,2020
1122,43,1,3,0,0,5,29,40340,2020
4144,20,0,0,0,0,120,29,40376,2020
147,0,2,0,0,0,0,29,40430,2020
26,0,0,0,0,0,0,29,40448,2020
769,0,14,0,15,228,20,29,40520,2020
366,0,39,0,0,11,42,29,40592,2020
777,2,0,0,0,0,15,29,40610,2020
1142,0,23,3,4,0,20,29,40682,2020
147,0,0,0,0,0,0,29,40736,2020
146,0,0,0,0,0,0,29,40790,2020
47,0,0,0,0,4,0,29,40808,2020
2104,6,6,36,8,0,58,29,40826,2020
157,0,0,0,0,0,0,29,40880,2020
886,12,0,0,0,0,18,29,40916,2020
2256,10,0,0,0,12,145,29,40988,2020
878,25,0,0,0,0,15,29,41024,2020
1565,0,0,0,0,0,14,29,41078,2020
359,0,0,0,0,0,1,29,41114,2020
562,7,7,12,0,2,36,29,41132,2020
13489,176,36,88,4,91,851,29,41168,2020
82731,8278,153,1990,147,1471,4227,29,41348,2020
601,0,0,0,1,0,10,29,41402,2020
130,0,0,0,0,0,0,29,41417,2020
14910,544,45,386,0,204,476,29,41438,2020
61,0,0,0,0,0,0,29,41546,2020
68,0,0,0,0,0,5,29,41690,2020
54,0,0,2,11,0,1,29,41762,2020
90,0,0,0,0,0,4,29,41834,2020
578,11,2,0,0,0,6,29,41852,2020
4238,176,5,15,0,29,77,29,41870,2020
600,0,46,0,0,5,23,29,41906,2020
28422,1360,90,628,11,248,1002,29,42032,2020
1986,487,79,0,11,21,28,29,42464,2020
14801,463,22,256,0,85,730,29,40043,2020
833,193,0,0,0,0,18,29,42536,2020
1148,39,6,14,0,0,3,29,42608,2020
1390,0,73,0,0,7,37,29,43238,2020
286,0,0,2,0,0,9,29,43274,2020
207,2,4,0,0,0,4,29,43292,2020
88,0,0,0,0,0,0,29,43346,2020
58,0,0,0,0,0,46,29,43454,2020
628,13,0,6,0,3,19,29,43468,2020
35,0,0,0,0,0,5,29,43472,2020
1029,0,2,0,0,0,47,29,43490,2020
210,0,0,0,0,0,0,29,43652,2020
675,60,43,6,0,0,40,29,43672,2020
1238,44,2,0,0,57,38,29,43760,2020
127,0,0,0,0,0,0,29,43940,2020
52,0,0,0,0,0,1,29,44156,2020
2745,153,0,20,0,160,170,29,44174,2020
102,1,0,0,0,2,0,29,60986,2020
125,0,3,0,0,0,51,29,61094,2020
1100,0,8,12,0,0,38,29,61112,2020
121,0,0,0,0,0,30,29,61166,2020
245,0,0,0,0,6,5,29,61184,2020
15290,159,7,374,0,209,532,29,61238,2020
35,0,0,0,0,0,0,29,61292,2020
107,0,0,0,0,0,0,29,61328,2020
114,0,0,0,0,0,0,29,61364,2020
1327,17,7,10,0,0,41,29,61418,2020
2214,6,0,8,0,15,145,29,61562,2020
5211,178,9,0,0,19,205,29,61670,2020
7026,787,0,515,0,13,240,29,61706,2020
161,0,0,0,0,1,0,29,61886,2020
479,0,0,0,0,0,4,29,61904,2020
247,6,0,0,0,0,4,29,61994,2020
53,0,0,0,0,0,1,29,62030,2020
6,0,0,0,0,0,3,29,62056,2020
2606,546,34,50,0,68,118,29,62156,2020
684,2020,20,10,0,57,57,29,62192,2020
70,0,0,0,0,0,2,29,62210,2020
93,0,0,0,0,0,10,29,62228,2020
224,1,0,1,0,0,0,29,62498,2020
829,0,28,12,0,9,19,29,62570,2020
3293,1304,0,37,0,0,0,29,62660,2020
1268,6,39,0,0,7,15,29,62696,2020
168,0,6,0,0,0,0,29,62786,2020
48,48,0,0,0,0,0,29,62822,2020
3916,0,0,5,0,56,119,29,62894,2020
17299,637,59,1356,0,106,816,29,62912,2020
116,0,0,0,0,0,2,29,63074,2020
502,0,0,107,0,0,18,29,63110,2020
104,0,0,0,0,0,0,29,63200,2020
47,0,0,0,0,0,0,29,63236,2020
178,0,0,0,0,0,5,29,63560,2020
278,1,0,3,0,0,8,29,63596,2020
798,0,3,14,0,0,17,29,63704,2020
72,0,0,0,0,2,1,29,63776,2020
294,0,0,12,0,0,0,29,63857,2020
294,1,25,3,0,2,16,29,63902,2020
7851,3738,21,297,0,257,525,29,63956,2020
107,0,0,0,0,0,0,29,64046,2020
60200,4367,159,2171,3,1178,2572,29,64082,2020
4497,18,104,0,13,0,70,29,64136,2020
86,0,0,0,0,0,0,29,64154,2020
36,0,0,0,0,0,0,29,64172,2020
3898,316,21,77,0,13,71,29,64180,2020
428,7,0,4,0,0,6,29,64190,2020
220,0,5,35,0,0,0,29,64244,2020
2138,0,30,0,0,0,0,29,64370,2020
3851,30,32,27,0,0,113,29,64424,2020
4050,1816,0,257,0,47,199,29,64478,2020
63823,4213,336,1118,513,1672,3694,29,64550,2020
141519,139140,784,10266,112,3441,9447,29,65000,2020
1042,0,16,0,13,13,77,29,65018,2020
260,0,0,0,0,0,1,29,65034,2020
2391,28,0,21,0,0,23,29,65108,2020
368,0,0,0,0,0,5,12,08925,2020
5220,9646,101,35,0,1326,1147,12,09000,2020
1395,0,0,0,0,32,28,12,09315,2020
4135,40,0,93,0,0,1,12,09350,2020
20277,4856,24,1264,13,4268,4415,12,09415,2020
1727,630,0,106,0,291,98,12,09550,2020
2075,22,0,8,0,0,35,12,09612,2020
2769,276,18,0,0,80,27,12,09625,2020
4691,0,5,37,0,13,68,12,09630,2020
1859,272,0,222,0,56,251,12,09655,2020
1090,256,2,46,0,0,14,12,09700,2020
10139,2051,57,617,0,896,931,12,09725,2020
1653,178,19,28,0,373,11,12,09875,2020
50,158,0,0,0,0,0,12,09900,2020
458,15,0,0,0,0,0,12,10100,2020
9769,166,32,132,0,55,257,12,10250,2020
162125,8063,256,3648,34,4464,11043,12,10275,2020
129,170,0,0,0,0,7,12,10350,2020
126,29,0,0,0,10,0,12,10425,2020
1536,834,12,0,0,220,79,12,10725,2020
27099,3502,166,1276,0,853,2464,12,10825,2020
219,29,0,0,0,0,3,12,10975,2020
19828,2960,215,1049,12,2737,1701,12,11050,2020
1825,1250,0,94,0,64,266,12,11150,2020
825,5,0,0,0,0,10,12,11225,2020
8962,123,0,254,10,296,1432,12,11285,2020
686,185,0,0,0,1,162,12,11325,2020
619,1282,0,4,0,6,87,12,11362,2020
434,9,0,0,0,0,0,12,11525,2020
32,121,0,0,0,1,0,12,11597,2020
4074,154,22,48,0,96,225,12,11625,2020
1680,0,0,12,97,101,3,12,11650,2020
1228,1846,0,15,9,9,18,12,11800,2020
8751,876,0,1241,143,280,761,12,11912,2020
1320,848,10,30,0,4,100,12,11925,2020
2285,1083,0,0,0,145,77,12,11975,2020
1136,0,0,0,0,0,0,12,12150,2020
1502,99,0,0,0,0,0,12,12250,2020
1772,9,0,10,0,114,34,12,12275,2020
949,0,0,9,0,0,0,12,12300,2020
523,17,0,9,0,77,44,12,12325,2020
6800,870,0,59,0,161,494,12,08800,2020
6788,265,0,565,0,0,93,12,12412,2020
19574,2495,0,1535,42,854,2833,12,12425,2020
7469,721,0,14,0,168,801,12,12450,2020
3584,822,0,27,0,189,65,12,12675,2020
88870,13814,449,3447,85,3437,5873,12,12875,2020
26188,4434,18,2208,56,430,3423,12,12925,2020
2526,62,0,7,0,94,0,12,12950,2020
6503,741,0,219,0,216,231,12,13000,2020
350,0,0,0,0,0,50,12,13050,2020
48,0,0,0,0,0,0,12,13125,2020
11352,6777,17,458,6,408,1133,12,13150,2020
10707,127,51,165,0,183,430,12,13175,2020
3662,1702,0,16,0,322,264,12,13225,2020
44790,9916,81,1797,13,1085,3253,12,13275,2020
618,276,0,0,0,20,7,12,13400,2020
814,1792,0,0,0,109,75,12,42425,2020
13056,2577,161,792,0,506,657,12,42575,2020
2758,141,0,11,0,0,213,12,42625,2020
1004,831,6,13,0,145,85,12,42650,2020
300,14,0,6,3,0,0,12,42700,2020
1592,0,0,0,0,0,0,12,42750,2020
2100,0,0,0,0,0,0,12,42787,2020
7975,2074,66,229,0,704,590,12,42850,2020
164,2007,0,11,0,13,33,12,42900,2020
7403,644,0,70,0,154,475,12,43000,2020
17379,1,0,158,0,109,316,12,43083,2020
700,0,0,12,0,12,0,12,43090,2020
31632,18209,25,2112,0,2446,4041,12,43125,2020
3030,3367,0,6,0,21,183,12,43175,2020
5,1,0,0,0,0,0,12,43250,2020
10278,6264,0,264,0,712,1550,12,43300,2020
3334,188,2,275,0,71,500,12,43375,2020
1042,0,0,0,0,0,0,12,43400,2020
4365,1047,3,0,0,85,531,12,43425,2020
837,0,0,6,0,0,10,12,43475,2020
331,0,0,0,0,0,8,12,43484,2020
722,778,0,0,0,0,26,12,43575,2020
2560,26,0,24,10,60,150,12,43785,2020
21400,6149,0,1613,0,3023,7239,12,43800,2020
984,0,0,0,0,0,69,12,43900,2020
7977,1360,0,9,0,685,1305,12,43925,2020
65027,7545,193,3360,129,2298,3729,12,43975,2020
3186,0,0,36,0,0,48,12,44000,2020
772,0,0,0,0,0,50,12,44075,2020
5472,4146,71,101,0,477,435,12,44175,2020
30750,948,70,679,103,268,1157,12,44275,2020
1262,0,5,40,0,5,58,12,44300,2020
301532,73696,1374,6016,185,20304,57973,12,45000,2020
61231,4146,35,2027,244,13812,7944,12,45025,2020
23982,77126,167,750,15,3923,4804,12,45060,2020
24488,478,0,395,0,1907,3753,12,45100,2020
6990,1547,43,297,0,632,863,12,45175,2020
11414,250,0,160,0,429,1788,12,45200,2020
444,40,0,1,0,0,8,12,45225,2020
8933,0,0,14,0,0,43,12,45275,2020
126,140,0,0,0,0,45,12,45300,2020
11344,391,24,48,22,300,415,12,45350,2020
167,2888,0,33,0,44,0,12,45425,2020
17120,671,39,636,60,189,596,12,45465,2020
221,1172,0,0,0,15,9,12,45475,2020
8261,777,50,181,192,385,413,12,45750,2020
6086,820,0,22,0,10,226,12,45775,2020
8984,1172,99,674,0,853,441,12,45900,2020
50916,68168,274,7181,23,3193,10724,12,45975,2020
7688,318,52,69,0,14,674,12,46000,2020
1164,30,17,0,0,0,154,12,46225,2020
1089,1140,4,0,0,2,24,12,46500,2020
