B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,place,year
442,77,53,35,0,25,58,51,59416,2020
3098,1499,0,0,0,0,427,51,59496,2020
74,0,0,0,0,0,0,51,59752,2020
962,30,0,0,0,9,73,54,00772,2020
1557,0,0,0,0,0,22,54,01396,2020
434,0,0,0,0,0,0,54,01660,2020
113,10,0,0,0,0,0,54,01780,2020
664,27,0,0,0,0,11,54,01900,2020
1304,18,0,0,0,0,0,54,01996,2020
116,0,0,0,0,35,0,54,02188,2020
124,0,0,0,0,0,0,54,02260,2020
1340,0,0,0,0,0,28,54,02908,2020
877,101,0,0,0,6,7,54,03292,2020
96,0,0,0,0,0,0,54,03364,2020
200,0,0,0,0,0,0,54,03460,2020
438,0,0,0,5,0,0,54,04204,2020
3916,155,0,119,0,4,38,54,04276,2020
1263,16,0,0,0,0,5,54,04612,2020
0,0,0,0,0,0,0,54,04732,2020
70,0,0,9,0,0,0,54,04780,2020
882,5,6,0,0,39,8,54,04876,2020
105,0,0,0,0,0,0,54,04900,2020
218,23,0,0,0,0,0,54,04924,2020
0,55,0,0,0,0,0,54,05068,2020
1140,0,165,0,0,0,60,54,05260,2020
12219,2665,12,500,0,79,765,54,05332,2020
594,10,0,3,0,0,18,54,05452,2020
1817,0,29,0,0,0,83,54,05788,2020
1359,0,0,0,0,0,11,54,05836,2020
958,0,0,0,0,0,7,54,06004,2020
65,0,0,0,0,0,0,54,06052,2020
1210,75,0,0,0,6,90,54,06340,2020
70,0,0,0,0,0,0,54,06436,2020
221,0,0,0,0,0,0,54,06748,2020
800,187,0,2,0,0,45,54,06844,2020
2371,5,0,60,0,0,32,54,06940,2020
686,0,0,2,0,0,18,54,06988,2020
484,0,0,0,0,0,0,54,07204,2020
74,0,0,0,0,0,0,54,07228,2020
26,0,0,0,0,0,0,54,07516,2020
116,0,0,0,0,0,0,54,07756,2020
73,0,0,0,0,0,0,54,08092,2020
3789,62,0,0,0,0,123,54,08308,2020
6711,2335,18,86,0,8,618,54,08524,2020
2664,26,0,0,0,0,50,54,08764,2020
1616,8,0,0,0,0,21,54,08836,2020
1163,27,0,10,0,21,51,54,08932,2020
370,0,0,0,0,0,47,54,08956,2020
381,243,0,0,0,0,0,54,09100,2020
555,5,0,0,0,0,0,54,09148,2020
0,0,0,0,0,0,0,54,09364,2020
1605,129,0,12,0,2,10,54,09676,2020
326,0,0,0,0,0,14,54,09700,2020
275,32,0,0,0,0,6,54,09796,2020
131,0,0,0,2,0,0,54,09844,2020
158,0,0,0,0,0,0,54,09868,2020
106,0,0,0,0,0,0,54,09964,2020
8191,20,0,242,0,67,155,54,10180,2020
15232,204,28,519,22,13,461,55,51025,2020
21908,615,17,918,6,120,773,55,51150,2020
482,0,8,3,0,0,14,55,51175,2020
8860,40,12,38,0,2,129,55,51250,2020
543,4,42,0,0,11,44,55,51300,2020
643,10,0,2,0,7,10,55,51325,2020
3548,8,0,101,0,4,60,55,51375,2020
16302,1011,32,1112,0,488,819,55,51575,2020
4,1,208,0,0,0,1,55,51617,2020
393,1,0,0,0,5,12,55,51875,2020
107,0,1,0,0,0,0,55,52025,2020
906,13,0,0,1,0,87,55,52075,2020
5314,90,0,0,0,43,147,55,52200,2020
249190,229893,3165,27253,228,49551,33369,55,53000,2020
315,0,38,0,0,44,2,55,53050,2020
2470,58,26,27,0,9,41,55,53100,2020
241,0,0,35,0,0,0,55,53200,2020
442,0,10,31,0,0,13,55,53250,2020
1422,0,0,4,0,3,12,55,53325,2020
19,0,252,0,12,0,24,55,53358,2020
52,0,457,0,0,3,15,55,53500,2020
2533,23,11,0,0,0,20,55,53600,2020
7532,132,0,147,0,116,214,55,53675,2020
10104,75,42,0,0,146,206,55,53750,2020
1367,22,14,0,0,0,36,55,53875,2020
672,4,0,11,0,1,0,55,53950,2020
1071,2,9,0,0,0,12,55,54000,2020
633,0,40,1,0,11,12,55,54075,2020
3839,0,0,113,0,0,123,55,54500,2020
235,0,0,0,0,2,0,55,54625,2020
598,0,1,0,0,0,3,55,54650,2020
227,5,0,0,0,0,19,55,54675,2020
6815,149,0,75,0,6,449,55,54725,2020
21871,2133,82,708,13,1265,936,55,54875,2020
126,0,0,0,0,0,4,55,54900,2020
7246,7,33,328,0,131,397,55,55050,2020
1210,5,0,0,0,0,11,55,55200,2020
24222,81,2,135,0,311,326,55,55275,2020
1214,6,0,26,0,10,31,55,55550,2020
154,0,0,0,0,0,0,55,55650,2020
973,4,4,0,0,0,20,55,55700,2020
23912,864,196,315,0,89,707,55,55750,2020
2212,11,12,3,0,0,47,55,55800,2020
2413,39,24,5,0,5,23,55,55875,2020
301,0,0,0,0,7,3,55,55950,2020
146,0,0,0,0,0,0,55,56000,2020
26,7,651,8,0,0,2,55,56050,2020
604,6,3,0,0,0,24,55,56075,2020
351,0,0,0,0,4,0,55,56125,2020
86,0,0,0,0,0,36,55,56250,2020
503,0,0,0,0,3,2,55,56350,2020
36526,426,80,1747,0,159,856,55,56375,2020
1180,19,6,4,0,0,62,55,56450,2020
2030,9,0,15,0,6,14,55,56700,2020
2980,12,47,77,0,0,0,55,56800,2020
2084,305,10,37,6,12,67,55,56900,2020
126,93,2,0,0,0,14,48,03192,2020
10813,418,0,57,26,1549,934,48,03216,2020
15407,1975,28,600,0,890,471,48,03264,2020
325,12,0,2,0,6,38,48,03288,2020
10702,1674,3,840,0,181,759,48,03300,2020
2869,151,110,8,0,12,28,48,03336,2020
427,8,0,2,0,3,3,48,03340,2020
622,0,7,0,0,6,37,48,03342,2020
137,175,10,0,0,50,0,48,03360,2020
1486,127,0,0,0,195,76,48,03372,2020
4125,127,71,11,13,688,175,48,03432,2020
989,11,30,0,0,9,172,48,03540,2020
454,15,0,0,0,7,68,48,03564,2020
163,0,0,0,0,0,0,48,03588,2020
7058,413,62,75,0,271,1390,48,03600,2020
1514,57,21,0,0,4,1,48,03696,2020
1932,314,117,0,0,129,49,48,03708,2020
4121,44,0,0,0,0,113,48,03768,2020
222771,90957,1590,26287,1351,30587,23726,48,04000,2020
1057,163,20,0,0,0,162,48,04156,2020
395,0,0,0,0,275,0,48,04174,2020
0,0,0,0,0,119,79,48,04176,2020
708,1,0,1,0,10,112,48,04300,2020
981,25,27,0,0,51,31,48,04408,2020
54243,16077,318,2110,84,2677,6351,48,04462,2020
9316,2193,82,263,5,18,790,48,04504,2020
2935,1956,9,145,0,12,401,48,04516,2020
3692,398,66,17,0,0,179,48,04600,2020
1196,0,3,0,0,36,262,48,04672,2020
670243,75208,6978,74503,642,75561,62737,48,05000,2020
103,6,0,0,0,6,3,48,05036,2020
822,0,0,0,0,5,0,48,05072,2020
184,96,0,0,0,14,2,48,05084,2020
12322,47,30,51,0,81,419,48,05168,2020
9753,263,0,174,0,707,616,48,05180,2020
262,20,0,0,0,0,5,48,05264,2020
633,47,0,0,0,9,33,48,05288,2020
1681,2,0,0,0,20,125,48,05336,2020
14770,6925,50,421,0,1385,1572,48,05372,2020
2341,315,14,0,0,295,163,48,05384,2020
3103,180,5,0,0,198,179,48,05456,2020
547,0,0,0,0,157,0,48,05468,2020
318,0,0,0,0,0,0,48,05520,2020
635,3,2,0,0,6,25,48,05528,2020
1259,135,6,10,0,20,88,48,05552,2020
520,0,0,0,0,0,0,48,05576,2020
399,128,35,0,0,32,56,48,05612,2020
22,0,0,0,0,0,0,48,05648,2020
205,0,0,0,0,0,25,48,05690,2020
1139,1996,0,0,0,163,91,48,05696,2020
175,0,0,0,0,62,10,48,05708,2020
360,0,0,0,0,10,0,48,05720,2020
1217,240,13,0,0,124,64,48,05732,2020
2262,9,0,69,0,29,26,48,05750,2020
1259,12,1,20,0,19,170,48,05768,2020
6943,694,78,123,0,552,704,48,05864,2020
1308,0,0,0,0,0,456,48,05924,2020
9354,2573,51,203,31,4258,1202,48,05984,2020
1911,23,0,17,0,0,16,48,06060,2020
724,0,0,0,0,60,38,48,44128,2020
0,0,0,0,0,0,0,48,44142,2020
21,0,0,0,0,0,0,48,44145,2020
0,0,0,0,0,0,0,48,44146,2020
933,42,0,127,0,14,7,48,44162,2020
48,0,0,0,0,0,0,48,44167,2020
31,0,0,0,0,0,0,48,44168,2020
13,0,0,0,0,0,0,48,44170,2020
425,115,43,0,0,28,103,48,44176,2020
848,67,0,0,0,12,0,48,44212,2020
599,74,0,0,0,0,6,48,44260,2020
185,0,0,0,0,0,0,48,44284,2020
1159,0,6,7,0,26,7,48,44308,2020
0,0,0,0,0,0,0,48,44344,2020
196113,20493,2208,6805,334,14868,16192,48,45000,2020
7028,294,37,266,0,193,319,48,45012,2020
215,0,0,0,0,2,21,48,45048,2020
22461,8926,162,685,5,1659,1438,48,45072,2020
3753,568,22,29,2,887,589,48,45096,2020
12608,0,66,109,0,0,156,48,45120,2020
2345,0,0,0,0,62,129,48,45228,2020
133,340,0,0,0,0,15,48,45276,2020
2178,0,1,0,0,15,235,48,45288,2020
3283,158,0,105,14,0,183,48,45324,2020
92698,1523,402,3963,175,27457,16339,48,45384,2020
720,155,0,0,0,1204,5,48,45432,2020
44,0,7,0,0,0,0,48,45444,2020
636,0,0,0,0,602,47,48,45564,2020
239,0,2,0,0,17,0,48,45576,2020
4597,189,50,0,7,232,137,48,45672,2020
136736,21318,842,17763,34,3061,11443,48,45744,2020
815,0,0,0,0,294,0,48,45750,2020
950,0,39,0,0,29,26,48,45780,2020
3074,157,0,38,0,48,204,48,45804,2020
338,5,0,3,0,0,0,48,45816,2020
2253,102,0,0,0,206,346,48,45948,2020
3004,763,0,353,0,325,295,48,45996,2020
2146,401,0,5,4,68,178,48,46056,2020
74,0,0,0,0,0,0,48,46080,2020
1849,580,20,0,0,51,58,48,46224,2020
219,73,24,0,0,61,28,48,46260,2020
41,0,0,0,0,0,0,48,44123,2020
1320,23,0,17,0,10,0,48,46308,2020
5560,2167,0,259,0,3078,579,48,46440,2020
45742,15818,357,3019,21,2419,4043,48,46452,2020
234,0,0,0,0,0,0,48,46492,2020
0,0,0,0,0,0,0,48,46494,2020
6879,2036,177,179,0,1239,922,48,46500,2020
344,0,0,0,0,21,0,48,46572,2020
5866,267,0,99,0,467,47,48,46584,2020
1740,0,62,1,0,9,162,48,46620,2020
66,5,0,1,0,14,4,48,46668,2020
611,63,2,2,0,190,18,48,46692,2020
563,62,0,0,0,167,237,48,46716,2020
2646,2805,9,0,0,79,63,48,46740,2020
243,2,4,1,0,0,0,48,46752,2020
11362,8890,14,370,0,849,1396,48,46776,2020
1188,671,0,3,0,5,14,48,46824,2020
904,22,0,0,6,80,47,48,46848,2020
2539,20,0,0,0,71,160,24,66275,2020
4198,44,0,19,0,18,42,24,66400,2020
1702,1503,100,113,0,3385,413,24,66635,2020
3728,1429,0,222,6,131,372,24,66762,2020
10924,834,0,286,0,89,647,24,66850,2020
5279,765,0,487,18,75,858,24,67000,2020
1295,193,2,1,1,45,26,24,67400,2020
53,10,0,0,0,0,0,24,67500,2020
38236,7480,185,13507,0,4513,4234,24,67675,2020
280,0,0,0,0,0,0,24,67950,2020
1652,18,0,0,0,0,47,24,68265,2020
1005,8981,0,146,0,1010,202,24,68300,2020
10495,7940,40,832,48,125,483,24,68400,2020
319,5,1,0,0,0,0,24,68600,2020
7246,5940,0,1812,0,505,490,24,68700,2020
318,36,0,0,0,19,17,24,69200,2020
366,0,0,0,0,0,60,24,69425,2020
2639,606,0,116,10,39,157,24,69550,2020
540,9,0,0,0,0,0,24,69675,2020
972,252,3,14,0,0,70,24,69825,2020
16479,13093,83,1348,6,538,1303,24,69925,2020
193,0,0,0,0,0,0,24,70175,2020
292,21,0,0,0,0,5,24,70300,2020
3768,2575,0,235,0,18,253,24,70475,2020
5567,1342,10,2206,0,263,560,24,70525,2020
1675,12109,19,1223,0,2660,1334,24,70775,2020
194,3862,127,50,0,311,209,24,70850,2020
447,3,0,3,0,17,27,24,70900,2020
25747,17340,47,5131,0,1579,3530,24,71150,2020
34658,938,70,1308,0,123,1632,24,71200,2020
4001,545,0,117,0,34,188,24,71450,2020
291,0,0,0,0,0,0,24,71460,2020
693,0,0,1,0,0,14,24,71600,2020
649,28,0,0,0,0,10,24,71650,2020
98,4859,5,35,0,47,111,24,72350,2020
32689,23383,214,5777,30,14579,4397,24,72450,2020
261,0,0,0,0,0,0,24,72887,2020
2685,125,0,88,0,27,52,24,72900,2020
1340,736,0,0,0,5,125,24,73075,2020
2411,59,0,0,0,0,0,24,73325,2020
886,23,0,31,0,4,8,24,73350,2020
90,0,0,0,0,0,0,24,66150,2020
7052,372,7,389,12,90,572,24,73600,2020
4834,18054,41,1393,0,2379,892,24,73650,2020
718,531,0,223,0,14,167,24,74050,2020
238,3827,64,69,0,469,95,24,74282,2020
38,0,0,0,0,0,0,24,74350,2020
4975,310,9,125,0,48,145,24,74560,2020
7026,418,0,341,0,5,355,24,75025,2020
119,0,0,0,0,0,0,24,75150,2020
26,15,0,0,0,0,18,24,75200,2020
362,39,0,0,0,9,13,24,75650,2020
850,22152,0,213,0,1213,845,24,75725,2020
474,12734,20,140,0,478,631,24,75810,2020
0,0,0,0,0,0,0,24,76450,2020
3224,435,0,68,0,0,221,24,76550,2020
8188,6384,86,830,0,1221,994,24,76650,2020
472,463,11,0,0,0,85,28,09460,2020
678,4,0,0,0,23,138,28,09820,2020
546,899,0,0,0,185,13,28,10060,2020
3628,7530,19,65,0,0,277,28,10140,2020
1220,51,41,96,0,83,22,28,10460,2020
1143,932,0,0,0,43,22,28,10580,2020
2776,8686,37,38,0,191,215,28,11100,2020
297,15,0,0,0,0,0,28,11580,2020
2179,2266,27,0,0,301,0,28,11780,2020
97,359,0,0,13,4,0,28,11820,2020
372,1107,0,15,0,139,0,28,12740,2020
75,0,0,0,0,0,0,28,12780,2020
792,1825,1,0,0,0,33,28,12900,2020
231,6,0,0,0,14,4,28,13580,2020
551,0,0,0,0,0,0,28,13700,2020
2396,12660,44,109,0,48,85,28,13820,2020
1826,15,0,0,0,0,0,28,14140,2020
4600,6335,38,218,0,82,90,28,14260,2020
13052,9681,0,1066,0,549,449,28,14420,2020
232,390,0,0,0,0,0,28,14540,2020
2,271,0,0,0,0,0,28,14580,2020
483,522,0,0,0,0,8,28,14740,2020
247,1293,4,0,0,58,7,28,14900,2020
1095,1804,0,0,0,0,22,28,15140,2020
1090,360,0,17,0,0,0,28,15180,2020
3074,2627,0,52,0,111,76,28,15340,2020
8185,14753,25,163,8,217,502,28,15380,2020
1226,125,0,67,0,5,266,28,15420,2020
422,1374,0,0,123,0,0,28,15500,2020
116,13,1095,0,0,0,15,28,15540,2020
10275,3573,99,1,0,140,456,28,15700,2020
165,598,0,0,0,0,83,28,15980,2020
22,397,0,0,0,0,4,28,16420,2020
209,925,0,0,17,0,0,28,16460,2020
57,154,0,4,0,0,0,28,16620,2020
414,408,0,0,0,0,0,28,16940,2020
81,265,0,0,0,0,0,28,16980,2020
1342,3213,0,8,0,80,110,28,17060,2020
50,155,0,0,0,0,0,28,17700,2020
1007,693,30,0,0,0,25,28,18180,2020
286,651,0,0,0,0,8,28,18340,2020
679,922,0,0,0,0,0,28,18420,2020
0,0,0,0,0,0,0,28,18500,2020
64,0,0,0,0,0,0,28,18700,2020
346,667,0,0,0,0,39,28,18940,2020
101,160,0,0,0,0,0,28,18980,2020
7625,67,0,8,0,17,359,28,19100,2020
8446,3284,0,1088,0,57,891,28,19180,2020
376,224,0,0,0,0,0,28,19340,2020
3,220,0,0,0,0,0,28,19420,2020
232,1985,0,0,0,0,126,28,20020,2020
0,0,0,0,0,0,0,28,20220,2020
375,606,0,0,0,0,0,28,20260,2020
392,0,0,1,0,2,9,28,20340,2020
66,249,0,5,0,0,0,28,20380,2020
0,49,0,0,0,0,0,28,20420,2020
37,0,565,0,0,0,25,35,85860,2020
14,0,0,0,0,29,31,35,86210,2020
5,0,829,4,0,2,5,35,86420,2020
91,0,6706,0,0,20,5,35,86595,2020
263,0,1,0,0,0,1,38,00100,2020
144,0,0,0,0,0,0,38,00340,2020
51,0,0,0,0,0,0,38,00940,2020
258,0,0,0,0,1,0,38,01180,2020
45,0,0,0,0,0,0,38,01420,2020
130,0,0,0,0,0,2,38,01700,2020
21,0,0,0,0,0,0,38,01740,2020
11,0,0,0,0,0,0,38,01860,2020
136,2,0,0,0,1,0,38,01940,2020
19,0,0,0,0,0,8,38,02060,2020
345,0,0,0,0,0,0,38,02220,2020
166,0,0,0,0,0,22,38,02380,2020
22,0,6,0,0,0,0,38,02660,2020
187,0,0,0,0,0,0,38,02820,2020
22,0,0,0,0,0,6,38,02860,2020
569,2,5,0,0,3,9,38,03020,2020
126,4,2,0,0,2,13,38,03220,2020
246,3,4,0,0,0,0,38,03300,2020
566,0,0,16,0,3,14,38,03540,2020
0,0,0,0,0,0,0,38,03740,2020
9,0,0,0,0,0,0,38,04020,2020
13,0,0,0,0,0,0,38,04460,2020
64,0,0,0,0,0,0,38,04580,2020
9,0,0,0,0,0,0,38,04740,2020
45,0,0,0,0,0,1,38,04940,2020
0,0,0,0,0,0,0,38,05220,2020
52,4,3,0,0,0,0,38,05260,2020
889,0,29,0,0,0,109,38,05420,2020
41,5,2052,1,0,0,33,38,05740,2020
685,42,0,0,0,1,7,38,05820,2020
74,0,0,0,6,0,14,38,05980,2020
0,0,0,0,0,0,0,38,06180,2020
40,0,0,0,0,0,0,38,06300,2020
500,3,5,2,0,11,24,38,06460,2020
3105,0,94,2,0,0,0,38,06660,2020
169,0,0,0,0,0,0,38,07020,2020
72,0,1,0,0,0,0,38,07180,2020
64585,2078,3266,619,77,354,2456,38,07200,2020
23,0,0,0,0,0,0,38,07456,2020
10,0,0,0,0,0,0,38,07620,2020
1718,36,175,17,0,2,69,38,08460,2020
274,0,0,16,0,0,9,38,08500,2020
162,0,0,0,0,0,1,38,08580,2020
1511,0,26,0,4,30,21,38,08700,2020
18,0,0,0,0,0,0,38,08900,2020
76,0,0,4,0,0,0,38,09320,2020
25,0,0,0,0,0,0,38,09460,2020
15,0,0,0,0,0,0,38,09700,2020
218,0,0,0,0,0,0,38,09830,2020
50,0,3,0,0,0,0,38,10060,2020
48,0,0,0,0,0,0,38,10300,2020
176,0,4,0,0,0,2,38,10420,2020
129,0,0,0,0,1,0,20,03050,2020
659,0,4,0,0,0,16,20,03100,2020
1055,13,0,0,0,65,25,20,03150,2020
948,11,3,50,0,5,61,20,03250,2020
8772,163,82,7,5,10,324,20,03300,2020
76,0,0,0,0,0,0,20,03425,2020
412,0,0,12,0,7,5,20,03600,2020
164,0,0,0,0,0,0,20,03675,2020
0,0,0,0,0,0,0,20,03800,2020
4142,152,63,13,7,0,307,20,03900,2020
55,0,0,0,0,0,0,20,04225,2020
173,0,0,0,0,0,0,20,04250,2020
63,0,0,0,0,0,8,20,04350,2020
5946,34,0,89,0,0,156,20,04400,2020
10,0,0,0,0,0,0,20,04450,2020
47,0,0,0,0,0,0,20,04575,2020
3479,4,90,0,66,39,260,20,04625,2020
199,0,0,0,0,135,0,20,04775,2020
227,0,1,0,0,0,0,20,04900,2020
29,0,0,0,0,0,0,20,04925,2020
22,0,0,0,0,0,0,20,04950,2020
6004,854,21,447,0,83,673,20,05337,2020
1406,1,16,22,0,13,15,20,05500,2020
1828,41,0,9,0,0,11,20,05600,2020
3388,35,10,0,0,9,55,20,05775,2020
52,0,0,0,0,0,0,20,05825,2020
122,0,0,0,0,2,0,20,05925,2020
118,0,0,0,0,8,0,20,05975,2020
125,0,0,0,0,0,1,20,06000,2020
711,0,6,20,0,0,11,20,06075,2020
447,2,0,0,0,2,23,20,06125,2020
818,0,2,62,0,0,16,20,06175,2020
129,0,0,0,0,0,16,20,06275,2020
115,6,0,0,0,0,9,20,06500,2020
108,0,0,0,0,0,0,20,06575,2020
453,0,17,0,0,18,9,20,06825,2020
180,0,0,0,0,0,14,20,06950,2020
288,0,13,0,0,0,0,20,07600,2020
1029,4,0,0,0,0,38,20,07650,2020
69,0,0,0,0,0,0,20,07775,2020
107,8,0,0,0,0,0,20,07825,2020
6400,789,55,15,0,203,384,20,07975,2020
45,0,0,0,0,0,0,20,08300,2020
360,0,0,4,0,0,2,20,08425,2020
8,0,0,0,0,0,0,20,08450,2020
277,0,0,0,0,0,23,20,08475,2020
186,0,2,0,0,0,54,20,08575,2020
51,0,0,0,0,0,0,20,08675,2020
624,0,0,2,0,0,23,20,09000,2020
269,0,0,0,0,0,0,20,09050,2020
343,0,0,0,0,0,1,20,09150,2020
1182,0,6,2,0,4,53,20,09200,2020
151,0,0,0,0,0,7,20,09225,2020
572,0,18,0,0,2,40,20,09250,2020
406,43,2,0,0,16,1,20,09275,2020
74,0,0,0,0,0,0,20,09300,2020
820,0,2,0,0,12,3,20,09350,2020
2366,41,8,0,0,0,120,20,09400,2020
269,0,0,0,0,7,4,20,09450,2020
171,0,0,0,0,0,6,27,61006,2020
51,0,1,0,0,0,10,27,61114,2020
449,0,2,0,0,0,16,27,61204,2020
1,0,62,0,0,0,2,27,61340,2020
173,0,0,0,0,0,1,27,61402,2020
15658,760,83,559,0,1572,1500,27,61492,2020
1168,17,0,0,0,0,131,27,61690,2020
2029,0,51,5,0,0,12,27,61816,2020
1419,5,3,0,0,19,0,27,61852,2020
105,0,0,0,0,0,0,27,61888,2020
4708,439,42,638,0,302,453,27,61996,2020
1816,182,0,64,0,0,74,27,62014,2020
2255,0,0,23,0,0,117,27,62104,2020
38,0,61,0,0,0,7,27,62284,2020
1770,31,14,50,0,4,91,27,62320,2020
66,0,7,0,0,0,0,27,62356,2020
2443,8,77,0,0,39,46,27,62446,2020
1225,0,2,57,0,0,67,27,62500,2020
139,0,0,0,0,0,0,27,62662,2020
534,0,0,16,0,0,0,27,62698,2020
480,2,0,3,0,100,25,27,62788,2020
6045,0,7,20,0,0,51,27,62806,2020
17772,466,39,226,0,144,824,27,62824,2020
753,0,2,2,0,7,75,27,62896,2020
250,2,0,3,0,9,7,27,63022,2020
81,0,0,0,0,0,0,27,63112,2020
27,2,0,0,0,0,0,27,63130,2020
342,31,5,4,0,2,25,27,63220,2020
66,0,0,0,0,0,0,27,63454,2020
491,4,3,11,0,3,13,27,63544,2020
259,0,0,0,0,0,26,27,63778,2020
694,9,3,0,0,0,47,27,64048,2020
95,6,0,0,0,0,0,27,64156,2020
60,0,0,0,0,0,0,27,64210,2020
158,0,0,0,0,0,0,27,64264,2020
1137,3,19,0,0,0,7,27,64318,2020
189,1,0,0,0,0,0,27,64444,2020
624,2,3,0,0,19,13,27,64543,2020
0,0,1,2,0,0,0,27,64547,2020
8227,194,193,11,0,15,152,27,64570,2020
55,0,0,0,0,0,2,27,64948,2020
1339,62,0,8,8,7,42,27,65164,2020
401,14,21,4,0,0,17,27,65272,2020
1764,0,35,288,0,30,63,27,65308,2020
41,0,0,0,0,0,7,27,65344,2020
714,2,0,0,0,2,40,27,65470,2020
92,0,0,0,0,0,2,27,65506,2020
70,0,0,2,0,0,1,27,65542,2020
1045,0,0,0,0,16,22,27,65668,2020
84,0,0,1,0,0,0,27,65794,2020
199,0,0,0,0,0,11,27,65920,2020
61,0,149,0,0,0,39,27,65927,2020
689,16,13,6,0,6,17,27,65938,2020
3383,41,9,0,0,2,76,27,65956,2020
1238,3,7,24,0,0,17,27,66046,2020
395,0,0,0,0,0,22,27,66136,2020
366,1,0,0,0,0,22,27,66172,2020
445,0,0,0,0,28,0,27,66334,2020
52,0,0,0,0,0,0,27,66388,2020
231,0,0,0,0,0,23,27,66424,2020
10736,1070,0,837,0,258,664,27,66460,2020
300,0,0,2,0,0,13,27,66766,2020
475,0,0,4,0,4,1,27,66802,2020
445,1,19,1,0,3,8,27,66874,2020
351,0,0,0,0,0,4,27,66910,2020
293,0,0,0,0,0,0,27,66982,2020
9115,5,1,400,0,52,214,27,67036,2020
101,0,0,0,0,8,24,27,67090,2020
309,0,2,0,0,0,5,27,67144,2020
48,0,589,0,0,4,85,27,67180,2020
41,0,0,0,0,0,0,27,67216,2020
7824,71,270,15,0,3,238,27,67288,2020
2582,0,37,8,0,14,14,27,67378,2020
649,24,0,26,0,16,23,27,67396,2020
11899,136,0,13,0,48,185,27,67432,2020
3972,38,45,0,0,0,90,27,67504,2020
231,0,18,1,0,0,34,27,67558,2020
5117,1700,15,352,0,159,376,27,67612,2020
172,0,0,3,0,0,5,27,67756,2020
689,11,93,20,0,1,76,27,67792,2020
374,0,16,309,0,0,20,27,67846,2020
65,0,0,0,0,0,0,27,67900,2020
168,0,0,0,0,0,0,27,67918,2020
1000,6,16,33,0,0,62,27,67972,2020
87,0,0,0,0,0,7,27,68008,2020
175,0,4,0,0,0,5,27,68080,2020
1480,10,8,4,0,29,70,27,68170,2020
1815,0,108,80,0,5,43,27,68224,2020
844,0,0,0,0,46,35,27,68260,2020
7934,179,243,117,0,187,232,27,68296,2020
4332,15,18,0,0,0,108,27,68548,2020
1742,21,7,29,0,4,38,27,68584,2020
813,0,0,0,0,1,45,27,68620,2020
173,0,0,1,0,0,4,27,68656,2020
141,7,191,1,0,2,122,27,68674,2020
1414,1,0,7,0,51,40,27,68764,2020
4251,81,0,74,0,123,62,27,68818,2020
767,0,15,12,0,0,54,27,69070,2020
2193,7,12,32,0,23,100,27,69106,2020
114,0,0,0,0,10,4,27,69142,2020
844,0,5,48,0,0,3,27,69250,2020
706,2,0,0,0,20,47,27,69304,2020
25,0,0,0,0,20,0,27,69628,2020
6,0,21,0,0,0,11,27,69690,2020
15188,1013,64,875,0,1642,1023,27,69700,2020
81,0,0,0,0,0,0,27,69736,2020
35,2,0,0,0,0,0,27,69808,2020
1323,6,9,0,0,26,37,27,69844,2020
85,0,0,0,0,0,0,27,69880,2020
23169,679,56,733,0,324,757,27,69970,2020
23,0,336,4,0,7,108,27,70006,2020
11,0,0,0,0,25,0,27,70258,2020
498,0,0,0,0,0,0,27,70366,2020
217,0,0,0,0,0,26,27,70402,2020
155,0,0,0,0,17,0,29,05824,2020
1576,100,4,0,0,0,51,29,05878,2020
219,2,0,0,0,0,4,29,05950,2020
1233,5644,0,0,0,14,39,29,06004,2020
208,0,0,0,0,0,1,29,06148,2020
74,0,0,0,0,0,0,29,06238,2020
0,0,0,0,0,0,0,29,06247,2020
446,0,0,0,0,0,8,29,06256,2020
142,0,0,0,0,0,0,29,06346,2020
2343,19,0,0,0,0,42,29,06382,2020
753,70,0,0,0,0,5,29,06454,2020
322,0,0,8,0,15,33,29,06526,2020
47260,4228,199,866,0,964,1898,29,06652,2020
256,0,70,7,0,0,79,29,06670,2020
307,1,0,0,0,0,0,29,06742,2020
113,0,0,0,0,0,1,29,06832,2020
194,0,0,0,0,0,0,29,06922,2020
10269,244,127,21,14,8,317,29,06976,2020
5614,1020,64,0,0,6,333,29,07102,2020
6761,841,69,57,36,52,484,29,07318,2020
166,0,0,0,0,0,7,29,07426,2020
1689,0,3,34,116,2,22,29,07534,2020
4411,687,16,46,4,0,95,29,07660,2020
118,0,0,0,0,0,13,29,07876,2020
188,0,3,0,0,0,0,29,07948,2020
9513,859,43,252,11,611,237,29,07966,2020
491,4,0,0,0,0,62,29,07989,2020
142,0,0,0,0,0,1,29,08002,2020
629,0,0,0,0,0,31,29,08038,2020
470,5,11,1,0,0,5,29,08128,2020
2361,1555,0,33,0,336,305,29,08164,2020
6465,273,0,454,0,106,688,29,08236,2020
466,0,0,0,0,0,0,29,08272,2020
255,0,0,0,0,0,0,29,08294,2020
7823,2586,9,383,0,431,345,29,08398,2020
26,0,0,0,0,0,4,29,08470,2020
193,0,0,0,0,0,0,29,08614,2020
4136,46,2,21,0,0,60,29,08650,2020
86,4,0,0,0,0,9,29,08776,2020
149,0,0,0,0,0,19,29,08812,2020
263,0,0,0,0,0,0,29,08884,2020
89,0,7,0,0,0,11,29,08902,2020
